epoch,acc,loss,val_acc,val_loss
78,1.0,0.0015944561455398798,1.0,0.013472544960677624
79,1.0,0.0017298886086791754,1.0,0.013407301157712936
80,1.0,0.039094675332307816,1.0,0.012690380215644836
81,1.0,0.012162038125097752,1.0,0.012386484071612358
82,1.0,0.01085017342120409,1.0,0.012122740037739277
83,1.0,0.00525265745818615,1.0,0.011978376656770706
84,1.0,0.005044017918407917,1.0,0.011834034696221352
85,1.0,0.001546302461065352,1.0,0.011782708577811718
86,1.0,0.015321559272706509,1.0,0.011417290195822716
87,1.0,0.0018505449406802654,1.0,0.011366046033799648
88,1.0,0.0010056740138679743,1.0,0.011335480958223343
89,1.0,0.001981566660106182,1.0,0.011278815567493439
90,1.0,0.0015145420329645276,1.0,0.011238127015531063
91,1.0,0.002086481312289834,1.0,0.011182853020727634
92,1.0,0.0037420731969177723,1.0,0.011082982644438744
93,1.0,0.017083056271076202,1.0,0.010735351592302322
94,1.0,0.0005124525050632656,1.0,0.010718964971601963
95,1.0,0.006690732669085264,1.0,0.01058944221585989
96,1.0,0.009687330573797226,1.0,0.0104097044095397
97,1.0,0.01103484071791172,1.0,0.01016906090080738
98,1.0,0.01289290189743042,1.0,0.009939552284777164
99,1.0,0.0001505728141637519,1.0,0.009934253990650177
0;0.5;1.496255874633789;1.0;1.1920930376163597e-07
1;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
2;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
3;1.0;1.7106824088841677e-05;1.0;1.1920930376163597e-07
4;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
5;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
6;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
7;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
8;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
9;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
10;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
11;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
12;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
13;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
14;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
15;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
16;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
17;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
18;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
19;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
20;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
21;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
22;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
23;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
24;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
25;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
26;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
27;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
28;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
29;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
30;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
31;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
32;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
33;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
34;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
35;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
36;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
37;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
38;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
39;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
40;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
41;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
42;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
43;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
44;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
45;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
46;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
47;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
48;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
49;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
50;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
51;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
52;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
53;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
54;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
55;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
56;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
57;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
58;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
59;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
60;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
61;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
62;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
63;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
64;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
65;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
66;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
67;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
68;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
69;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
70;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
71;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
72;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
73;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
74;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
75;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
76;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
77;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
78;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
79;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
80;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
81;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
82;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
83;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
84;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
85;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
86;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
87;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
88;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
89;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
90;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
91;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
92;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
93;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
94;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
95;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
96;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
97;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
98;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
99;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
0;0.5;1.6371610164642334;1.0;1.1920930376163597e-07
1;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
2;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
3;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
4;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
5;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
6;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
7;1.0;4.4703497792397684e-07;1.0;1.1920930376163597e-07
8;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
9;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
10;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
11;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
12;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
13;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
14;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
15;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
16;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
17;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
18;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
19;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
20;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
21;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
22;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
23;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
24;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
25;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
26;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
27;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
28;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
29;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
30;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
31;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
32;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
33;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
34;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
35;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
36;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
37;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
38;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
39;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
40;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
41;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
42;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
43;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
44;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
45;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
46;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
47;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
48;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
49;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
50;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
51;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
52;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
53;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
54;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
55;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
56;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
57;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
58;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
59;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
60;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
61;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
62;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
63;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
64;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
65;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
66;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
67;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
68;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
69;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
70;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
71;1.0;1.788139627478813e-07;1.0;1.1920930376163597e-07
72;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
73;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
74;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
75;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
76;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
77;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
78;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
79;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
80;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
81;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
82;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
83;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
84;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
85;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
86;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
87;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
88;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
89;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
90;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
91;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
92;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
93;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
94;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
95;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
96;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
97;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
98;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
99;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
0;0.5;1.4849658012390137;1.0;1.1920930376163597e-07
1;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
2;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
3;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
4;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
5;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
6;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
7;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
8;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
9;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
10;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
11;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
12;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
13;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
14;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
15;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
16;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
17;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
18;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
19;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
20;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
21;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
22;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
23;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
24;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
25;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
26;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
27;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
28;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
29;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
30;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
31;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
32;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
33;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
34;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
35;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
36;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
37;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
38;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
39;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
40;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
41;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
42;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
43;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
44;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
45;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
46;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
47;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
48;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
49;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
50;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
51;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
52;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
53;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
54;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
55;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
56;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
57;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
58;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
59;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
60;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
61;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
62;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
63;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
64;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
65;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
66;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
67;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
68;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
69;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
70;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
71;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
72;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
73;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
74;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
75;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
76;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
77;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
78;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
79;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
80;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
81;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
82;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
83;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
84;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
85;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
86;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
87;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
88;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
89;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
90;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
91;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
92;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
93;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
94;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
95;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
96;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
97;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
98;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
99;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
0;0.0;1.6373839378356934;1.0;1.1920930376163597e-07
1;1.0;6.616158771066694e-06;1.0;1.1920930376163597e-07
2;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
3;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
4;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
5;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
6;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
7;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
8;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
9;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
10;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
11;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
12;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
13;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
14;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
15;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
16;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
17;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
18;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
19;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
20;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
21;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
22;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
23;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
24;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
25;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
26;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
27;1.0;1.1920930376163597e-07;1.0;1.1920930376163597e-07
